x,y,z,theta,omega,Distance
15.694,11.826,186.97,0.105,2.496,278.99990720249355
8.515,6.416,101.441,0.105,2.496,270.0000602611044
-15.733,12.292,189.954,0.105,2.478,248.00036539892434
8.072,6.307,97.463,0.105,2.478,237.9998844138375
15.054,12.632,186.97,0.105,2.443,231.99975808177044
-8.648,7.256,107.408,0.105,2.443,217.0000534838644
14.293,12.87,182.992,0.105,2.409,221.0002958391685
8.545,7.694,109.397,0.105,2.409,202.00018964595057
-12.557,12.126,166.085,0.105,2.374,198.99967741933654
8.271,7.987,109.397,0.105,2.374,189.00008841796873
-12.199,12.632,167.08,0.105,2.339,187.00046118659705
-6.971,7.218,95.474,0.105,2.339,184.9996190104185
11.62,12.461,162.107,0.105,2.321,174.000251462462
-13.117,14.066,182.992,0.105,2.321,166.00056046592132
-10.972,12.622,159.124,0.105,2.286,166.0005660803601
12.344,14.2,179.014,0.105,2.286,158.9995265747669
-10.328,12.754,156.14,0.105,2.251,158.99942574424603
9.31,12.355,147.189,0.105,2.217,153.00046508099248
8.873,12.672,147.189,0.105,2.182,148.99996804362075
-8.417,12.479,143.211,0.105,2.164,146.00036355091723
7.976,12.765,143.211,0.105,2.129,144.99950997848234
-8.032,12.854,144.206,0.105,2.129,142.00011010206998
7.526,13.035,143.211,0.105,2.094,139.00046832654917
-6.968,13.106,141.222,0.105,2.059,135.9998909448092
8.98,16.89,181.998,0.105,2.059,134.00023666023878
-6.14,12.589,133.266,0.105,2.025,134.00013077605558
8.569,17.569,185.976,0.105,2.025,135.9998296800404
6.096,13.073,137.244,0.105,2.007,130.99958028177036
-7.996,17.147,180.008,0.105,2.007,128.99990518988764
5.391,12.701,131.277,0.105,1.972,128.00015886318266
-4.945,12.881,131.277,0.105,1.937,131.9994254154161
4.458,12.947,130.282,0.105,1.902,131.99948846113003
3.942,12.895,128.293,0.105,1.868,127.00021978327439
-4.062,14.168,140.228,0.105,1.85,128.00012597259425
-3.237,12.982,127.299,0.105,1.815,128.99990415887913
-4.982,19.98,195.921,0.105,1.815,127.00029389729772
2.695,12.678,123.321,0.105,1.78,129.0000592015368
-4.477,21.062,204.872,0.105,1.78,127.0003335034991
-2.214,12.559,121.332,0.105,1.745,126.00035121776448
5.645,32.014,309.296,0.105,1.745,129.0000339651118
1.618,13.176,126.304,0.105,1.693,126.00031940038882
1.111,12.704,121.332,0.105,1.658,128.0000160703115
2.414,27.595,263.548,0.105,1.658,130.99963060634943
-0.684,13.048,124.315,0.105,1.623,128.0000575663933
-0.232,13.273,126.304,0.105,1.588,128.00012561712586
-0.425,24.351,231.724,0.105,1.588,130.99962620939039
-0.221,12.646,120.337,0.105,1.553,131.9995001922356
0.897,12.826,122.326,0.105,1.501,129.9997467920611
2.174,20.687,197.91,0.105,1.466,134.00015001857273
-2.939,12.731,124.315,0.105,1.344,134.00021925355196
3.436,12.823,126.304,0.105,1.309,136.99968043028423
3.881,12.695,126.304,0.105,1.274,137.99957262614984
-4.39,12.75,128.293,0.105,1.239,140.00035593169042
-5.756,15.814,160.118,0.105,1.222,142.99993512585942
5.169,12.793,131.277,0.105,1.187,149.00005487918455
-5.697,12.796,133.266,0.105,1.152,153.0004022151576
-6.278,12.871,136.249,0.105,1.117,148.0001408952032
-6.644,13.623,144.206,0.105,1.117,149.9998577632659
6.723,12.644,136.249,0.105,1.082,156.9997554488541
-7.095,12.799,139.233,0.105,1.065,156.99985520375486
8.198,12.624,143.211,0.105,0.995,161.00036684430256
8.873,12.672,147.189,0.105,0.96,171.9996605258278
7.974,11.388,132.271,0.105,0.96,170.99983774846103
-9.688,12.856,153.156,0.105,0.925,162.00011513576155
-10.168,13.014,157.134,0.105,0.908,189.00013061900248
-8.366,10.708,129.288,0.105,0.908,196.99990646190673
10.482,12.491,155.145,0.105,0.873,195.0002183537239
11.471,12.739,163.102,0.105,0.838,0.0
8.813,9.788,125.31,0.105,0.838,0.0
-11.908,12.331,163.102,0.105,0.803,0.0
-9.004,9.324,123.321,0.105,0.803,0.0
-9.324,9.004,123.321,0.105,0.768,0.0
13.761,12.832,179.014,0.105,0.75,0.0
9.632,8.982,125.31,0.105,0.75,164.99972937553565
-14.594,12.687,183.987,0.105,0.716,158.99943276313914
15.759,12.762,192.937,0.105,0.681,0.0
-9.829,7.96,120.337,0.105,0.681,0.0
16.863,12.707,200.893,0.105,0.646,0.0
10.185,7.675,121.332,0.105,0.646,0.0
-18.067,12.651,209.844,0.105,0.611,0.0
10.189,7.135,118.348,0.105,0.611,0.0
18.978,12.801,217.8,0.105,0.593,0.0
-10.139,6.839,116.359,0.105,0.593,0.0
-10.726,6.702,120.337,0.105,0.559,0.0
21.364,12.334,234.707,0.105,0.524,0.0
10.501,6.063,115.365,0.105,0.524,0.0
-21.597,11.483,232.718,0.105,0.489,0.0
23.957,11.685,253.603,0.105,0.454,0.0
-11.18,5.453,118.348,0.105,0.454,0.0
25.294,11.795,265.537,0.105,0.436,0.0
11.368,5.301,119.343,0.105,0.436,0.0
-27.422,11.64,283.439,0.105,0.401,0.0
-11.546,4.901,119.343,0.105,0.401,0.0
28.202,10.826,287.417,0.105,0.367,193.99968027035507
-11.418,4.383,116.359,0.105,0.367,189.99978901567232
29.551,10.175,297.362,0.105,0.332,189.9997963709435
11.761,4.05,118.348,0.105,0.332,105.0
-46.082,14.089,458.475,0.105,0.297,127.0
11.995,3.667,119.343,0.105,0.297,450.0
47.125,13.513,466.431,0.105,0.279,452.0
-12.058,3.457,119.343,0.105,0.279,120.0
47.77,11.911,468.42,0.105,0.244,439.0
-12.374,3.085,121.332,0.105,0.244,411.0
-47.032,9.997,457.48,0.105,0.209,115.0
12.372,2.63,120.337,0.105,0.209,230.0
-47.661,8.404,460.464,0.105,0.175,119.0
-12.662,2.233,122.326,0.105,0.175,124.0
48.236,6.779,463.447,0.105,0.14,130.0
-12.939,1.818,124.315,0.105,0.14,158.0
13.072,1.605,125.31,0.105,0.122,142.0
-48.525,4.245,463.447,0.105,0.087,141.0
13.641,1.193,130.282,0.105,0.087,161.0
48.122,2.522,458.475,0.105,0.052,164.0
-13.779,0.722,131.277,0.105,0.052,167.0
47.658,0.832,453.502,0.105,0.017,178.0
-63.88,0.0,454.533,0.14,0.0,127.0
18.51,0.0,131.706,0.14,0.0,128.0
-64.01,1.117,455.523,0.14,0.017,129.0
-18.925,0.33,134.676,0.14,0.017,129.0
63.932,3.351,455.523,0.14,0.052,126.0
-18.207,0.954,129.725,0.14,0.052,215.0
63.915,5.592,456.514,0.14,0.087,229.0
17.33,1.516,123.784,0.14,0.087,238.0
-63.542,7.802,455.523,0.14,0.122,244.0
16.991,2.086,121.803,0.14,0.122,256.0
64.331,10.189,463.445,0.14,0.157,341.0
-16.77,2.656,120.813,0.14,0.157,364.0
64.143,11.31,463.445,0.14,0.175,379.0
-16.447,2.9,118.832,0.14,0.175,393.0
-63.574,13.513,462.455,0.14,0.209,414.0
16.2,3.443,117.842,0.14,0.209,128.0
-62.928,15.69,461.465,0.14,0.244,130.0
-16.07,4.007,117.842,0.14,0.244,128.0
63.145,18.107,467.407,0.14,0.279,132.0
-16.054,4.603,118.832,0.14,0.279,131.0
-62.475,20.299,467.407,0.14,0.314,134.0
15.883,5.161,118.832,0.14,0.314,137.0
-58.821,20.254,442.65,0.14,0.332,142.0
15.265,5.256,114.871,0.14,0.332,144.0
57.948,22.244,441.66,0.14,0.367,144.0
-15.721,6.035,119.822,0.14,0.367,142.0
62.646,26.591,484.241,0.14,0.401,148.0
14.348,6.09,110.91,0.14,0.401,420.0
-36.957,17.233,290.149,0.14,0.436,425.0
15.01,6.999,117.842,0.14,0.436,165.0
-34.024,16.595,269.353,0.14,0.454,0.0
-14.635,7.138,115.861,0.14,0.454,434.0
33.055,17.576,266.382,0.14,0.489,416.0
-14.377,7.645,115.861,0.14,0.489,181.0
-29.891,17.257,245.586,0.14,0.524,0.0
14.343,8.281,117.842,0.14,0.524,0.0
-28.68,17.921,240.635,0.14,0.559,0.0
-13.573,8.481,113.881,0.14,0.559,0.0
26.422,17.822,226.771,0.14,0.593,0.0
-13.846,9.339,118.832,0.14,0.593,0.0
25.195,17.642,218.849,0.14,0.611,0.0
13.908,9.739,120.813,0.14,0.611,0.0
-23.897,18.008,212.908,0.14,0.646,0.0
13.004,9.8,115.861,0.14,0.646,0.0
22.389,18.13,204.985,0.14,0.681,0.0
-13.087,10.598,119.822,0.14,0.681,0.0
20.587,17.896,194.093,0.14,0.716,0.0
12.919,11.231,121.803,0.14,0.716,0.0
-19.136,17.844,186.17,0.14,0.75,0.0
12.723,11.864,123.784,0.14,0.75,0.0
18.921,18.272,187.161,0.14,0.768,0.0
-12.614,12.181,124.774,0.14,0.768,0.0
17.402,18.02,178.248,0.14,0.803,0.0
-12.375,12.814,126.754,0.14,0.803,0.0
-16.297,18.1,173.297,0.14,0.838,0.0
12.106,13.445,128.735,0.14,0.838,0.0
-14.94,17.804,165.375,0.14,0.873,0.0
-11.719,13.966,129.725,0.14,0.873,0.0
13.966,17.876,161.414,0.14,0.908,0.0
-11.91,15.244,137.647,0.14,0.908,0.0
13.234,17.561,156.462,0.14,0.925,0.0
11.558,15.339,136.657,0.14,0.925,0.0
-12.692,18.127,157.453,0.14,0.96,0.0
11.495,16.417,142.599,0.14,0.96,0.0
11.597,17.858,151.511,0.14,0.995,0.0
-10.915,16.808,142.599,0.14,0.995,0.0
10.752,17.894,148.54,0.14,1.03,0.0
10.68,17.775,147.55,0.14,1.03,0.0
-9.716,17.528,142.599,0.14,1.065,0.0
10.391,18.745,152.501,0.14,1.065,99.00030719144259
9.67,18.187,146.56,0.14,1.082,79.00012271509456
-9.866,18.555,149.53,0.14,1.082,74.99968937269006
8.724,17.888,141.608,0.14,1.117,69.99962421327702
-9.701,19.889,157.453,0.14,1.117,89.9998276942795
-7.925,17.8,138.638,0.14,1.152,86.00039075492622
9.17,20.597,160.423,0.14,1.152,84.99979047621234
-7.299,18.065,138.638,0.14,1.187,92.00004532607579
-8.707,21.55,165.375,0.14,1.187,97.00009457211884
6.331,17.394,131.706,0.14,1.222,107.99978602293618
-8.425,23.148,175.277,0.14,1.222,110.99961721105167
-5.981,17.37,130.715,0.14,1.239,109.00039878826131
8.111,23.555,177.258,0.14,1.239,109.00040459099222
-5.29,17.302,128.735,0.14,1.274,89.99982676094437
7.365,24.09,179.239,0.14,1.274,97.99969971382565
4.647,17.342,127.745,0.14,1.309,102.99975528611706
-6.664,24.87,183.2,0.14,1.309,102.99975294145128
4.07,17.629,128.735,0.14,1.344,109.00041616434314
5.917,25.63,187.161,0.14,1.344,181.99987926919076
-3.479,17.897,129.725,0.14,1.379,186.99992664704442
5.47,28.143,203.995,0.14,1.379,184.00010328529712
2.809,17.732,127.745,0.14,1.414,191.99996310937146
2.499,17.779,127.745,0.14,1.431,227.99989423462458
-4.242,30.182,216.869,0.14,1.431,194.00016682724785
-1.891,17.993,128.735,0.14,1.466,196.0004023618319
3.302,31.419,224.791,0.14,1.466,309.9998291580174
-1.223,17.493,124.774,0.14,1.501,284.9996284769508
-2.291,32.765,233.703,0.14,1.501,279.999568433596
0.622,17.803,126.754,0.14,1.536,260.99999079118754
-1.209,34.633,246.577,0.14,1.536,240.99980168041634
-0.0,17.536,124.774,0.14,1.571,230.00012146953316
0.313,17.951,127.745,0.14,1.588,212.00015963673235
-0.653,37.432,266.382,0.14,1.588,212.0001378325024
-0.947,18.068,128.735,0.14,1.623,206.00049565474353
2.163,41.278,294.11,0.14,1.623,191.99995985676665
-1.577,18.024,128.735,0.14,1.658,186.99992467645544
-3.809,43.534,310.944,0.14,1.658,181.99986251368435
2.205,17.958,128.735,0.14,1.693,183.00047170157788
2.809,17.732,127.745,0.14,1.728,178.00043281408054
4.245,26.805,193.102,0.14,1.728,171.000156540864
4.688,26.589,192.112,0.14,1.745,166.0001187861021
3.791,17.833,129.725,0.14,1.78,163.99991010058514
-5.556,26.137,190.131,0.14,1.78,158.0002637212989
4.411,17.69,129.725,0.14,1.815,153.9998029024713
6.464,25.928,190.131,0.14,1.815,150.0003614862311
-4.987,17.392,128.735,0.14,1.85,145.00031576517344
-5.634,17.339,129.725,0.14,1.885,141.99952068228964
-8.128,25.016,187.161,0.14,1.885,141.99949835826888
5.936,17.238,129.725,0.14,1.902,138.9996625643386
-6.783,17.67,134.676,0.14,1.937,130.9997941067084
8.928,23.257,177.258,0.14,1.937,132.00041530237698
-7.45,17.551,135.667,0.14,1.972,130.000174115268
-5.927,13.964,107.939,0.14,1.972,125.99974604339486
8.719,17.113,136.657,0.14,2.042,130.00017277680826
7.383,13.886,111.9,0.14,2.059,128.99958178614378
-9.533,16.512,135.667,0.14,2.094,125.00013487992723
-11.691,20.249,166.365,0.14,2.094,125.99976001167622
13.57,21.717,182.209,0.14,2.129,120.99970090872127
-11.674,17.307,148.54,0.14,2.164,122.00030202421632
14.242,21.114,181.219,0.14,2.164,117.00027294839957
-10.144,13.962,122.793,0.14,2.199,115.00003978260182
-10.47,13.894,123.784,0.14,2.217,115.00006542606835
-12.875,15.899,145.569,0.14,2.251,115.00004071738411
9.021,11.14,101.998,0.14,2.251,115.00007063041309
-14.152,16.28,153.492,0.14,2.286,119.00051059554325
-9.207,9.873,96.056,0.14,2.321,117.0002647646577
15.942,15.942,160.423,0.14,2.356,110.99962230566372
9.251,9.251,93.085,0.14,2.356,115.99966432279018
9.411,9.088,93.085,0.14,2.374,115.99968230128908
17.686,15.924,169.336,0.14,2.409,115.9996520813748
-9.412,8.474,90.114,0.14,2.409,114.00044925350076
17.698,14.85,164.384,0.14,2.443,115.99965318051602
9.062,7.604,84.173,0.14,2.443,115.00005347824845
-20.728,16.194,187.161,0.14,2.478,120.00011497494492
10.638,8.311,96.056,0.14,2.478,115.99967071073952
-22.068,16.034,194.093,0.14,2.513,119.00049212083115
20.605,14.97,181.219,0.14,2.513,123.99952179343275
22.003,15.406,191.122,0.14,2.531,127.00035720422207
-22.003,15.406,191.122,0.14,2.531,128.99958577452873
22.177,14.402,188.151,0.14,2.566,130.000201426767
-22.07,13.261,183.2,0.14,2.601,133.00002256766726
0.0,0.0,0.0,0.14,2.601,136.00029680114673
22.762,12.617,185.18,0.14,2.635,450.00018039218605
-0.0,0.0,0.0,0.14,2.635,450.9996368435345
22.569,11.499,180.229,0.14,2.67,459.00010172221096
-0.0,0.0,0.0,0.14,2.67,462.99986965116955
22.641,11.043,179.239,0.14,2.688,460.99997261388205
-0.0,0.0,0.0,0.14,2.688,455.9997827214395
-22.123,9.85,172.307,0.14,2.723,462.0004023320759
0.0,0.0,0.0,0.14,2.723,459.99951194104545
-22.195,8.967,170.326,0.14,2.758,115.99956830092084
0.0,0.0,0.0,0.14,2.758,116.99998295299021
21.317,7.759,161.414,0.14,2.793,115.99954757239358
-0.0,0.0,0.0,0.14,2.793,118.99985585285387
20.781,6.752,155.472,0.14,2.827,262.00021796364985
-0.0,0.0,0.0,0.14,2.827,244.99982252034386
19.431,5.941,144.579,0.14,2.845,120.99975916504958
0.0,0.0,0.0,0.14,2.845,120.00033593702977
-20.702,5.547,152.501,0.14,2.88,117.00002385469843
0.0,0.0,0.0,0.14,2.88,120.00031638708292
-20.205,4.665,147.55,0.14,2.915,122.0002128727651
0.0,0.0,0.0,0.14,2.915,122.99964036126285
20.219,3.93,146.56,0.14,2.95,177.9995943956053
-0.0,0.0,0.0,0.14,2.95,133.000004755639
20.069,3.179,144.579,0.14,2.985,134.00037290992887
-0.0,0.0,0.0,0.14,2.985,154.99959398979084
20.397,2.867,146.56,0.14,3.002,138.9996090138386
0.0,0.0,0.0,0.14,3.002,159.00032633299844
-20.07,2.109,143.589,0.14,3.037,170.9995512070134
0.0,0.0,0.0,0.14,3.037,180.99988242537617
-19.853,1.388,141.608,0.14,3.072,193.99957799180902
0.0,0.0,0.0,0.14,3.072,205.99981251690497
-0.0,0.0,0.0,0.14,3.107,248.00011119553957
-0.0,0.0,0.0,0.14,3.107,315.9997481359756
25.005,0.0,141.812,0.175,3.142,134.00042379410596
-0.0,0.0,0.0,0.175,3.142,138.99960321526103
25.858,0.903,146.736,0.175,3.107,145.99964808861696
-0.0,0.0,0.0,0.175,3.107,157.0004215726824
25.118,1.756,142.797,0.175,3.072,161.99965489778057
-0.0,0.0,0.0,0.175,3.072,90.0002662107174
-25.386,2.668,144.767,0.175,3.037,180.99987461597865
0.0,0.0,0.0,0.175,3.037,193.999547806174
-26.31,3.698,150.676,0.175,3.002,191.99969528361237
0.0,0.0,0.0,0.175,3.002,191.9997128878062
25.652,4.523,147.721,0.175,2.967,0.0
-0.0,0.0,0.0,0.175,2.967,0.0
26.421,5.136,152.645,0.175,2.95,0.0
-0.0,0.0,0.0,0.175,2.95,0.0
25.887,5.977,150.676,0.175,2.915,0.0
-0.0,0.0,0.0,0.175,2.915,0.0
-25.327,6.786,148.706,0.175,2.88,0.0
0.0,0.0,0.0,0.175,2.88,0.0
-25.573,7.819,151.66,0.175,2.845,0.0
0.0,0.0,0.0,0.175,2.845,0.0
25.121,8.65,150.676,0.175,2.81,0.0
-0.0,0.0,0.0,0.175,2.81,0.0
25.782,9.384,155.6,0.175,2.793,0.0
-0.0,0.0,0.0,0.175,2.793,0.0
25.278,10.213,154.615,0.175,2.758,0.0
-0.0,0.0,0.0,0.175,2.758,0.0
-26.492,11.795,164.463,0.175,2.723,0.0
0.0,0.0,0.0,0.175,2.723,0.0
-26.845,13.093,169.387,0.175,2.688,0.0
26.831,14.267,172.341,0.175,2.653,0.0
0.0,0.0,0.0,0.175,2.653,0.0
27.641,15.322,179.235,0.175,2.635,0.0
-0.0,0.0,0.0,0.175,2.635,109.0
26.941,16.188,178.25,0.175,2.601,137.0
0.0,0.0,0.0,0.175,2.601,445.0
-27.379,17.78,185.144,0.175,2.566,452.0
-27.453,19.223,190.068,0.175,2.531,454.0
-21.479,15.04,148.706,0.175,2.531,121.0
26.904,20.274,191.053,0.175,2.496,119.0
-12.481,9.405,88.633,0.175,2.496,274.0
26.957,21.061,194.007,0.175,2.478,230.0
12.315,9.622,88.633,0.175,2.478,232.0
-25.673,21.542,190.068,0.175,2.443,119.0
12.238,10.269,90.602,0.175,2.443,122.0
24.648,22.193,188.098,0.175,2.409,179.0
-12.13,10.922,92.572,0.175,2.409,167.0
11.617,11.218,91.587,0.175,2.374,134.0
-20.989,21.735,171.357,0.175,2.339,133.0
11.701,12.116,95.526,0.175,2.339,147.0
-19.422,20.828,161.508,0.175,2.321,144.0
18.57,21.362,160.524,0.175,2.286,143.0
-12.076,13.892,104.39,0.175,2.286,146.0
-17.266,21.322,155.6,0.175,2.251,149.0
19.78,24.426,178.25,0.175,2.251,150.0
-15.78,20.941,148.706,0.175,2.217,159.0
14.741,21.052,145.752,0.175,2.182,164.0
-18.127,25.888,179.235,0.175,2.182,167.0
13.983,20.73,141.812,0.175,2.164,174.0
17.673,26.201,179.235,0.175,2.164,182.0
-13.803,22.089,147.721,0.175,2.129,188.0
15.919,25.476,170.372,0.175,2.129,197.0
-12.676,21.956,143.782,0.175,2.094,196.0
-12.069,20.903,136.888,0.175,2.094,197.0
-10.109,19.012,122.116,0.175,2.059,211.0
-10.657,21.85,137.873,0.175,2.025,217.0
13.398,27.469,173.326,0.175,2.025,228.0
-10.348,22.19,138.858,0.175,2.007,239.0
9.567,22.538,138.858,0.175,1.972,242.0
-8.152,21.237,129.01,0.175,1.937,258.0
11.948,31.126,189.083,0.175,1.937,128.0
-7.519,21.837,130.979,0.175,1.902,127.0
10.742,31.196,187.113,0.175,1.902,128.0
-6.752,22.086,130.979,0.175,1.868,130.0
6.366,22.201,130.979,0.175,1.85,127.0
9.286,32.383,191.053,0.175,1.85,130.0
-5.545,22.241,129.995,0.175,1.815,128.0
8.234,33.024,193.022,0.175,1.815,129.0
4.766,22.421,129.995,0.175,1.78,131.0
-11.589,54.523,316.123,0.175,1.78,134.0
3.799,21.547,124.086,0.175,1.745,133.0
6.839,48.664,278.701,0.175,1.71,139.0
-2.688,21.889,125.071,0.175,1.693,138.0
5.862,47.742,272.792,0.175,1.693,140.0
1.937,22.142,126.055,0.175,1.658,144.0
-3.935,44.977,256.05,0.175,1.658,146.0
-1.145,21.85,124.086,0.175,1.623,144.0
2.172,41.445,235.369,0.175,1.623,149.0
-0.379,21.703,123.101,0.175,1.588,146.0
0.694,39.759,225.521,0.175,1.588,157.0
-0.388,22.224,126.055,0.175,1.553,159.0
0.661,37.85,214.688,0.175,1.553,423.0
-0.794,22.734,129.01,0.175,1.536,421.0
-1.291,36.965,209.764,0.175,1.536,431.0
1.538,22.0,125.071,0.175,1.501,432.0
-2.423,34.645,196.962,0.175,1.501,187.0
-2.36,22.451,128.025,0.175,1.466,185.0
3.503,33.331,190.068,0.175,1.466,177.0
-3.093,22.011,126.055,0.175,1.431,177.0
4.543,32.328,185.144,0.175,1.431,172.0
4.341,22.33,129.01,0.175,1.379,167.0
-5.078,21.996,128.025,0.175,1.344,164.0
7.109,30.794,179.235,0.175,1.344,134.0
5.798,21.637,127.04,0.175,1.309,148.0
-7.775,29.018,170.372,0.175,1.309,142.0
6.549,21.422,127.04,0.175,1.274,139.0
-8.326,27.234,161.508,0.175,1.274,138.0
-7.293,21.18,127.04,0.175,1.239,139.0
9.159,26.598,159.539,0.175,1.239,137.0
-7.899,21.702,130.979,0.175,1.222,136.0
8.522,21.091,129.01,0.175,1.187,132.0
-9.676,21.733,134.919,0.175,1.152,133.0
10.665,23.954,148.706,0.175,1.152,131.0
-10.2,20.914,131.964,0.175,1.117,129.0
11.114,22.787,143.782,0.175,1.117,138.0000612753487
11.576,21.772,139.843,0.175,1.082,122.99992774388122
-11.658,21.925,140.828,0.175,1.082,123.99953818059163
11.702,21.111,136.888,0.175,1.065,138.999659172244
-11.954,21.566,139.843,0.175,1.065,120.99972042942909
-13.058,21.731,143.782,0.175,1.03,168.00033870203953
12.432,20.69,136.888,0.175,1.03,171.00016462272777
-13.903,21.408,144.767,0.175,0.995,166.00012661139752
12.389,19.078,129.01,0.175,0.995,146.9995364244391
14.94,21.337,147.721,0.175,0.96,173.00039111516483
-12.848,18.35,127.04,0.175,0.96,137.00046926561967
-16.198,21.496,152.645,0.175,0.925,141.99950789703465
13.168,17.474,124.086,0.175,0.925,130.99980874031837
-16.998,21.757,156.584,0.175,0.908,130.00019727292724
-13.47,17.241,124.086,0.175,0.908,141.99949038288835
17.971,21.417,158.554,0.175,0.873,146.99954919658768
-13.841,16.495,122.116,0.175,0.873,156.99962680210422
-19.288,21.422,163.478,0.175,0.838,156.00003951922577
14.524,16.131,123.101,0.175,0.838,158.000259018775
-20.748,21.485,169.387,0.175,0.803,168.00034816035352
14.837,15.364,121.131,0.175,0.803,171.00017554376953
22.484,21.713,177.265,0.175,0.768,174.99961147956873
-15.364,14.837,121.131,0.175,0.768,173.99999353160908
23.114,21.554,179.235,0.175,0.75,171.99979021789534
15.24,14.211,118.177,0.175,0.75,166.00010441562983
-23.983,20.848,180.22,0.175,0.716,160.00047605866678
15.595,13.557,117.192,0.175,0.716,150.99998217218436
26.72,21.638,194.992,0.175,0.681,156.99964161105592
-16.059,13.004,117.192,0.175,0.681,138.9996796183358
28.014,21.11,198.931,0.175,0.646,143.00011109785896
-16.226,12.227,115.223,0.175,0.646,140.9998866701672
-30.298,21.215,209.764,0.175,0.611,138.0000701231706
16.643,11.653,115.223,0.175,0.611,132.00041488571162
-31.096,20.974,212.718,0.175,0.593,135.99983131607186
16.412,11.07,112.268,0.175,0.593,133.9996171263187
33.576,20.98,224.536,0.175,0.559,130.99979502655717
-17.671,11.042,118.177,0.175,0.559,125.99973935687328
-35.942,20.751,235.369,0.175,0.524,122.0003152987729
17.595,10.158,115.223,0.175,0.524,127.9999616601505
-36.644,19.484,235.369,0.175,0.489,120.99971962777434
18.245,9.701,117.192,0.175,0.489,117.00028077744088
40.579,19.792,256.05,0.175,0.454,102.99973337344132
-17.949,8.754,113.253,0.175,0.454,114.00042896849116
42.492,19.814,265.898,0.175,0.436,112.00021840157278
17.941,8.366,112.268,0.175,0.436,120.00008847496738
-45.715,19.405,281.655,0.175,0.401,114.00045296839833
18.382,7.803,113.253,0.175,0.401,117.00028142701196
-49.607,19.042,301.351,0.175,0.367,112.99985016804226
-18.643,7.156,113.253,0.175,0.367,114.0004419026523
73.392,25.271,440.209,0.175,0.332,119.00047677215414
-20.852,7.18,125.071,0.175,0.332,115.00006073476658
68.915,21.069,408.695,0.175,0.297,115.00005487389996
19.927,6.092,118.177,0.175,0.297,119.00049467544241
-80.623,23.118,475.662,0.175,0.279,115.0000407869493
-20.031,5.744,118.177,0.175,0.279,119.00050435607405
81.718,20.375,477.632,0.175,0.244,114.00044283247324
-20.387,5.083,119.162,0.175,0.244,119.0004973813135
20.552,4.369,119.162,0.175,0.209,119.00050314599514
-81.572,14.383,469.753,0.175,0.175,115.00006760867579
20.863,3.679,120.147,0.175,0.175,117.00028077744088
-82.884,11.649,474.677,0.175,0.14,123.99954645481573
-21.323,2.997,122.116,0.175,0.14,122.00031726598091
21.372,2.624,122.116,0.175,0.122,120.99970010293414
-82.688,7.234,470.738,0.175,0.087,127.000366688447
-82.543,4.326,468.768,0.175,0.052,123.99955034192665
-22.89,1.2,129.995,0.175,0.052,123.99954371287018
81.949,1.43,464.829,0.175,0.017,127.99997769140431
-22.918,0.4,129.995,0.175,0.017,133.00003715413015
98.134,0.0,461.686,0.209,0.0,140.00029196398125
27.236,0.0,128.137,0.209,0.0,138.99967419026564
-98.327,1.716,462.664,0.209,0.017,141.999498791369
27.44,0.479,129.115,0.209,0.017,140.99991198578812
-98.207,5.147,462.664,0.209,0.052,145.00034786854823
-26.991,1.415,127.159,0.209,0.052,155.0004310832715
97.761,8.553,461.686,0.209,0.087,161.00007694718656
-25.89,2.265,122.268,0.209,0.087,161.00007694718656
-98.847,12.137,468.533,0.209,0.122,174.99960789384644
25.383,3.117,120.312,0.209,0.122,181.00024620149
-97.337,15.417,463.642,0.209,0.157,179.00003817597357
-25.053,3.968,119.334,0.209,0.157,194.00018349991322
99.1,17.474,473.423,0.209,0.175,201.00044770099393
-24.775,4.369,118.356,0.209,0.175,209.00032195908213
99.04,21.052,476.358,0.209,0.209,207.99971123537645
24.404,5.187,117.378,0.209,0.209,227.00028609233073
-96.631,24.093,468.533,0.209,0.244,228.9995160540738
23.2,5.784,112.487,0.209,0.244,247.00047539427936
97.131,27.852,475.38,0.209,0.279,253.00011767586196
-23.983,6.877,117.378,0.209,0.279,278.00035791883437
93.529,30.389,462.664,0.209,0.314,284.0000011302817
-23.531,7.646,116.4,0.209,0.314,248.00009230038603
